idCommune,idVoie,idAdresse
2985_C,24719_V,18893_A
2999_C,24747_V,18894_A
3032_C,24924_V,18895_A
3061_C,25265_V,18896_A
3114_C,27222_V,18897_A
3114_C,27330_V,18898_A
3082_C,25569_V,18899_A
3120_C,29190_V,18900_A
3120_C,29197_V,18901_A
3120_C,29213_V,18902_A
3120_C,29214_V,18903_A
3120_C,29222_V,18904_A
3120_C,29229_V,18905_A
3121_C,29642_V,18906_A
3121_C,29649_V,18907_A
3121_C,29662_V,18908_A
2874_C,21341_V,18909_A
2874_C,21345_V,18910_A
2865_C,20825_V,18911_A
98_C,413_V,18912_A
2908_C,22321_V,18913_A
2908_C,22339_V,18914_A
3069_C,25450_V,18915_A
2668_C,19068_V,18916_A
142_C,687_V,18917_A
142_C,701_V,18918_A
142_C,706_V,18919_A
1873_C,13183_V,18920_A
2276_C,15809_V,18921_A
146_C,1047_V,18922_A
146_C,1054_V,18923_A
2982_C,24416_V,18924_A
2982_C,24434_V,18925_A
2570_C,18451_V,18926_A
2190_C,15285_V,18927_A
2190_C,15292_V,18928_A
1770_C,12284_V,18929_A
1770_C,12289_V,18930_A
2990_C,24756_V,18931_A
2888_C,21958_V,18932_A
2282_C,15899_V,18933_A
3118_C,28294_V,18934_A
3118_C,28324_V,18935_A
3118_C,28326_V,18936_A
3118_C,28340_V,18937_A
3118_C,28356_V,18938_A
3118_C,28364_V,18939_A
2354_C,16651_V,18940_A
364_C,3393_V,18941_A
276_C,2008_V,18942_A
2933_C,22857_V,18943_A
1578_C,11278_V,18944_A
1578_C,11331_V,18945_A
1578_C,11359_V,18946_A
1535_C,11003_V,18947_A
297_C,2314_V,18948_A
1288_C,9456_V,18949_A
2406_C,17076_V,18950_A
2945_C,23693_V,18951_A
2945_C,23725_V,18952_A
2873_C,21346_V,18953_A
3025_C,24932_V,18954_A
3025_C,24968_V,18955_A
2994_C,24759_V,18956_A
805_C,6324_V,18957_A
2941_C,23237_V,18958_A
1287_C,9449_V,18959_A
1287_C,9452_V,18960_A
373_C,3418_V,18961_A
2957_C,23696_V,18962_A
759_C,5618_V,18963_A
759_C,5979_V,18964_A
3105_C,25922_V,18965_A
3105_C,25964_V,18966_A
3105_C,25969_V,18967_A
412_C,3599_V,18968_A
416_C,3612_V,18969_A
424_C,3731_V,18970_A
2368_C,16590_V,18971_A
539_C,4181_V,18972_A
547_C,4251_V,18973_A
557_C,4370_V,18974_A
2560_C,18471_V,18975_A
578_C,4435_V,18976_A
2363_C,16611_V,18977_A
609_C,4753_V,18978_A
609_C,4754_V,18979_A
609_C,4755_V,18980_A
649_C,5011_V,18981_A
1318_C,9765_V,18982_A
3123_C,29936_V,18983_A
683_C,5107_V,18984_A
1021_C,7716_V,18985_A
1021_C,7735_V,18986_A
2646_C,18890_V,18987_A
702_C,5092_V,18988_A
1317_C,9735_V,18989_A
2347_C,16229_V,18990_A
1994_C,13893_V,18991_A
1994_C,13897_V,18992_A
763_C,5603_V,18993_A
2791_C,20113_V,18994_A
775_C,6024_V,18995_A
789_C,6312_V,18996_A
789_C,6342_V,18997_A
791_C,6307_V,18998_A
791_C,6314_V,18999_A
1442_C,10533_V,19000_A
2770_C,19935_V,19001_A
2770_C,19966_V,19002_A
2845_C,20413_V,19003_A
1587_C,6839_V,19004_A
836_C,6394_V,19005_A
2163_C,14748_V,19006_A
2163_C,14753_V,19007_A
2163_C,14757_V,19008_A
2769_C,19930_V,19009_A
2279_C,15858_V,19010_A
2279_C,15873_V,19011_A
1241_C,9102_V,19012_A
1241_C,9133_V,19013_A
1241_C,9157_V,19014_A
1241_C,9158_V,19015_A
2381_C,16941_V,19016_A
2381_C,16972_V,19017_A
914_C,6926_V,19018_A
918_C,6917_V,19019_A
2977_C,24460_V,19020_A
933_C,7128_V,19021_A
973_C,7204_V,19022_A
997_C,7347_V,19023_A
2789_C,20075_V,19024_A
1169_C,8582_V,19025_A
2584_C,18603_V,19026_A
1429_C,10325_V,19027_A
2563_C,18441_V,19028_A
1068_C,8022_V,19029_A
1138_C,8394_V,19030_A
2964_C,24008_V,19031_A
2964_C,24012_V,19032_A
2298_C,15805_V,19033_A
2980_C,8596_V,19034_A
3112_C,26746_V,19035_A
1243_C,9123_V,19036_A
1243_C,9140_V,19037_A
1243_C,9145_V,19038_A
1243_C,9156_V,19039_A
1243_C,9179_V,19040_A
2729_C,19306_V,19041_A
1258_C,9309_V,19042_A
1266_C,9308_V,19043_A
2935_C,22880_V,19044_A
1310_C,9577_V,19045_A
2741_C,19621_V,19046_A
1328_C,9769_V,19047_A
1374_C,9943_V,19048_A
1398_C,10158_V,19049_A
1406_C,10229_V,19050_A
1441_C,10508_V,19051_A
1441_C,10519_V,19052_A
1441_C,10521_V,19053_A
1441_C,10534_V,19054_A
1441_C,10539_V,19055_A
1464_C,10763_V,19056_A
2895_C,21913_V,19057_A
2942_C,23278_V,19058_A
1491_C,10841_V,19059_A
3057_C,25248_V,19060_A
1520_C,10891_V,19061_A
1554_C,11091_V,19062_A
2301_C,11247_V,19063_A
2863_C,20811_V,19064_A
1616_C,11599_V,19065_A
1721_C,12055_V,19066_A
3092_C,25604_V,19067_A
1742_C,12079_V,19068_A
2892_C,21912_V,19069_A
1852_C,12948_V,19070_A
1854_C,12956_V,19071_A
1857_C,12946_V,19072_A
3122_C,29659_V,19073_A
3122_C,29725_V,19074_A
1924_C,13682_V,19075_A
2960_C,24005_V,19076_A
1998_C,13886_V,19077_A
2076_C,14263_V,19078_A
2115_C,14432_V,19079_A
2124_C,14452_V,19080_A
3070_C,25457_V,19081_A
3107_C,25831_V,19082_A
3107_C,25926_V,19083_A
3107_C,25941_V,19084_A
3107_C,25979_V,19085_A
3107_C,25986_V,19086_A
2216_C,15236_V,19087_A
3113_C,27309_V,19088_A
3111_C,26731_V,19089_A
3111_C,26777_V,19090_A
2389_C,16257_V,19091_A
2382_C,16946_V,19092_A
2385_C,16995_V,19093_A
2391_C,16965_V,19094_A
2401_C,16998_V,19095_A
2426_C,17075_V,19096_A
2428_C,17279_V,19097_A
2548_C,17678_V,19098_A
2927_C,22652_V,19099_A
2613_C,18713_V,19100_A
2592_C,18585_V,19101_A
2602_C,18669_V,19102_A
2602_C,18687_V,19103_A
2626_C,18719_V,19104_A
2626_C,18763_V,19105_A
2743_C,19614_V,19106_A
2772_C,19941_V,19107_A
2779_C,19937_V,19108_A
2788_C,20118_V,19109_A
3119_C,28715_V,19110_A
3119_C,28766_V,19111_A
3119_C,28767_V,19112_A
2833_C,20249_V,19113_A
2887_C,21939_V,19114_A
2887_C,21952_V,19115_A
2909_C,22306_V,19116_A
2931_C,22700_V,19117_A
3108_C,26373_V,19118_A
2978_C,24397_V,19119_A
3035_C,24922_V,19120_A
3114_C,27236_V,19121_A
3114_C,27282_V,19122_A
3114_C,27323_V,19123_A
3120_C,28865_V,19124_A
3120_C,29132_V,19125_A
3120_C,29212_V,19126_A
3120_C,29218_V,19127_A
3120_C,29233_V,19128_A
3121_C,29640_V,19129_A
3121_C,29671_V,19130_A
3121_C,29707_V,19131_A
6_C,131_V,19132_A
2805_C,20205_V,19133_A
2874_C,21196_V,19134_A
41_C,141_V,19135_A
1004_C,2357_V,19136_A
2276_C,15680_V,19137_A
594_C,4492_V,19138_A
594_C,4494_V,19139_A
1856_C,12739_V,19140_A
201_C,1412_V,19141_A
1212_C,8762_V,19142_A
3118_C,28178_V,19143_A
3118_C,28197_V,19144_A
3118_C,28198_V,19145_A
3118_C,28204_V,19146_A
3118_C,28205_V,19147_A
222_C,1674_V,19148_A
651_C,4897_V,19149_A
276_C,1957_V,19150_A
2377_C,2023_V,19151_A
303_C,2196_V,19152_A
310_C,2617_V,19153_A
313_C,2600_V,19154_A
313_C,2613_V,19155_A
314_C,2602_V,19156_A
337_C,3112_V,19157_A
339_C,3106_V,19158_A
1878_C,13310_V,19159_A
1699_C,11921_V,19160_A
759_C,5863_V,19161_A
759_C,5880_V,19162_A
408_C,3577_V,19163_A
3105_C,25833_V,19164_A
3105_C,25835_V,19165_A
3105_C,25838_V,19166_A
3106_C,25846_V,19167_A
480_C,3933_V,19168_A
557_C,4323_V,19169_A
2065_C,14193_V,19170_A
2560_C,18315_V,19171_A
577_C,4421_V,19172_A
3068_C,25387_V,19173_A
609_C,4678_V,19174_A
609_C,4686_V,19175_A
636_C,4675_V,19176_A
668_C,4888_V,19177_A
1021_C,7811_V,19178_A
1022_C,7654_V,19179_A
1317_C,9700_V,19180_A
1317_C,9707_V,19181_A
767_C,5522_V,19182_A
1472_C,10671_V,19183_A
2965_C,23900_V,19184_A
785_C,6211_V,19185_A
794_C,6223_V,19186_A
799_C,6209_V,19187_A
1176_C,8660_V,19188_A
836_C,6379_V,19189_A
859_C,6496_V,19190_A
1241_C,8999_V,19191_A
1241_C,9003_V,19192_A
872_C,6711_V,19193_A
920_C,6849_V,19194_A
933_C,7049_V,19195_A
941_C,7039_V,19196_A
979_C,7265_V,19197_A
2983_C,24626_V,19198_A
2559_C,18328_V,19199_A
2789_C,17099_V,19200_A
2947_C,23570_V,19201_A
2563_C,18292_V,19202_A
1035_C,7831_V,19203_A
1039_C,7829_V,19204_A
1107_C,8104_V,19205_A
1850_C,8154_V,19206_A
1850_C,12744_V,19207_A
1147_C,8315_V,19208_A
1468_C,10668_V,19209_A
1218_C,8761_V,19210_A
1243_C,9000_V,19211_A
2868_C,21042_V,19212_A
1247_C,9257_V,19213_A
1247_C,9261_V,19214_A
1297_C,9264_V,19215_A
3109_C,26249_V,19216_A
1334_C,9797_V,19217_A
1356_C,9872_V,19218_A
1465_C,10697_V,19219_A
1465_C,10698_V,19220_A
1877_C,13266_V,19221_A
3117_C,27869_V,19222_A
3117_C,27884_V,19223_A
1554_C,11064_V,19224_A
2863_C,20689_V,19225_A
1614_C,11560_V,19226_A
2206_C,15037_V,19227_A
1708_C,11924_V,19228_A
1748_C,12100_V,19229_A
1750_C,12099_V,19230_A
1798_C,12347_V,19231_A
1801_C,12355_V,19232_A
1853_C,12734_V,19233_A
1854_C,12765_V,19234_A
3122_C,29722_V,19235_A
1891_C,13318_V,19236_A
2429_C,17182_V,19237_A
2009_C,13967_V,19238_A
2028_C,14073_V,19239_A
2028_C,14074_V,19240_A
2934_C,22802_V,19241_A
2036_C,14111_V,19242_A
2084_C,14198_V,19243_A
2095_C,14360_V,19244_A
2113_C,14386_V,19245_A
2136_C,14490_V,19246_A
2136_C,14491_V,19247_A
2136_C,14492_V,19248_A
2136_C,14494_V,19249_A
2136_C,14500_V,19250_A
2140_C,14488_V,19251_A
2197_C,15046_V,19252_A
3107_C,25691_V,19253_A
3107_C,25836_V,19254_A
3113_C,27066_V,19255_A
3111_C,26595_V,19256_A
2321_C,15658_V,19257_A
2433_C,17188_V,19258_A
2433_C,17189_V,19259_A
2433_C,17191_V,19260_A
2387_C,16851_V,19261_A
2480_C,17408_V,19262_A
2553_C,17845_V,19263_A
2626_C,18745_V,19264_A
3115_C,27427_V,19265_A
3115_C,27429_V,19266_A
3115_C,27437_V,19267_A
2654_C,18958_V,19268_A
3124_C,29882_V,19269_A
2922_C,22467_V,19270_A
3119_C,28579_V,19271_A
3119_C,28581_V,19272_A
3119_C,28668_V,19273_A
3108_C,26250_V,19274_A
3114_C,27062_V,19275_A
3114_C,27086_V,19276_A
3120_C,28983_V,19277_A
3121_C,29514_V,19278_A
6_C,140_V,19279_A
2874_C,21235_V,19280_A
147_C,991_V,19281_A
1004_C,7416_V,19282_A
81_C,357_V,19283_A
3069_C,25405_V,19284_A
142_C,624_V,19285_A
142_C,625_V,19286_A
142_C,795_V,19287_A
146_C,988_V,19288_A
2862_C,20721_V,19289_A
198_C,1416_V,19290_A
200_C,1431_V,19291_A
1770_C,12231_V,19292_A
231_C,1743_V,19293_A
2890_C,21870_V,19294_A
294_C,2211_V,19295_A
317_C,2742_V,19296_A
359_C,3192_V,19297_A
2957_C,23546_V,19298_A
428_C,3692_V,19299_A
473_C,3936_V,19300_A
505_C,4096_V,19301_A
3116_C,27621_V,19302_A
3116_C,27623_V,19303_A
2065_C,14220_V,19304_A
2065_C,14221_V,19305_A
2703_C,4325_V,19306_A
610_C,4693_V,19307_A
714_C,5229_V,19308_A
1021_C,7766_V,19309_A
688_C,5076_V,19310_A
2552_C,17883_V,19311_A
791_C,6247_V,19312_A
804_C,6080_V,19313_A
2861_C,20705_V,19314_A
859_C,6491_V,19315_A
933_C,7066_V,19316_A
997_C,7334_V,19317_A
1813_C,12433_V,19318_A
1035_C,7863_V,19319_A
3112_C,26608_V,19320_A
1304_C,9527_V,19321_A
1874_C,13038_V,19322_A
3109_C,26339_V,19323_A
1441_C,10442_V,19324_A
1460_C,10575_V,19325_A
1465_C,10677_V,19326_A
3117_C,27907_V,19327_A
2206_C,15081_V,19328_A
1771_C,12194_V,19329_A
1786_C,12265_V,19330_A
1857_C,12761_V,19331_A
1857_C,12766_V,19332_A
1951_C,13755_V,19333_A
2009_C,13988_V,19334_A
2023_C,14029_V,19335_A
2052_C,14091_V,19336_A
2058_C,14106_V,19337_A
2122_C,14365_V,19338_A
2170_C,14792_V,19339_A
2170_C,14793_V,19340_A
2198_C,15092_V,19341_A
2233_C,15073_V,19342_A
3113_C,27139_V,19343_A
2284_C,15674_V,19344_A
2345_C,16153_V,19345_A
2358_C,16500_V,19346_A
2771_C,19853_V,19347_A
2428_C,17209_V,19348_A
2600_C,18642_V,19349_A
2700_C,19203_V,19350_A
3119_C,28599_V,19351_A
2833_C,20212_V,19352_A
2969_C,23950_V,19353_A
3114_C,27090_V,19354_A
3114_C,27095_V,19355_A
3102_C,25650_V,19356_A
3120_C,29081_V,19357_A
3121_C,29526_V,19358_A
9_C,13_V,19359_A
2874_C,21062_V,19360_A
2874_C,21075_V,19361_A
2355_C,3207_V,19362_A
1004_C,7364_V,19363_A
2865_C,20516_V,19364_A
2872_C,21059_V,19365_A
142_C,514_V,19366_A
142_C,517_V,19367_A
143_C,513_V,19368_A
1122_C,8172_V,19369_A
148_C,886_V,19370_A
148_C,894_V,19371_A
2949_C,23312_V,19372_A
2949_C,23319_V,19373_A
2949_C,23345_V,19374_A
324_C,1040_V,19375_A
201_C,1222_V,19376_A
201_C,1225_V,19377_A
200_C,1231_V,19378_A
205_C,1514_V,19379_A
206_C,1518_V,19380_A
1212_C,8725_V,19381_A
3118_C,28028_V,19382_A
3118_C,28032_V,19383_A
2843_C,20277_V,19384_A
651_C,4774_V,19385_A
651_C,4784_V,19386_A
2875_C,21365_V,19387_A
2875_C,21379_V,19388_A
2875_C,21389_V,19389_A
2875_C,21449_V,19390_A
364_C,3210_V,19391_A
364_C,3218_V,19392_A
276_C,1883_V,19393_A
2958_C,23803_V,19394_A
1578_C,1917_V,19395_A
980_C,7207_V,19396_A
2890_C,6051_V,19397_A
2898_C,21977_V,19398_A
2898_C,21998_V,19399_A
1288_C,9365_V,19400_A
308_C,2330_V,19401_A
309_C,2343_V,19402_A
310_C,2345_V,19403_A
2222_C,15345_V,19404_A
2222_C,15352_V,19405_A
320_C,2748_V,19406_A
1688_C,11847_V,19407_A
317_C,2658_V,19408_A
317_C,2679_V,19409_A
318_C,2637_V,19410_A
321_C,2753_V,19411_A
321_C,2759_V,19412_A
325_C,2760_V,19413_A
325_C,2767_V,19414_A
2873_C,21058_V,19415_A
336_C,3013_V,19416_A
361_C,3217_V,19417_A
362_C,3200_V,19418_A
2870_C,20916_V,19419_A
777_C,5636_V,19420_A
759_C,5434_V,19421_A
759_C,5630_V,19422_A
759_C,5658_V,19423_A
2224_C,15347_V,19424_A
408_C,3548_V,19425_A
3106_C,25667_V,19426_A
465_C,3866_V,19427_A
2950_C,23317_V,19428_A
2920_C,22378_V,19429_A
1871_C,12979_V,19430_A
2363_C,4521_V,19431_A
609_C,4560_V,19432_A
609_C,4582_V,19433_A
2754_C,15616_V,19434_A
3123_C,29756_V,19435_A
2383_C,16676_V,19436_A
714_C,5124_V,19437_A
714_C,5127_V,19438_A
714_C,5142_V,19439_A
714_C,5319_V,19440_A
683_C,5041_V,19441_A
1021_C,7512_V,19442_A
1021_C,7760_V,19443_A
1317_C,5096_V,19444_A
1317_C,9608_V,19445_A
775_C,5676_V,19446_A
1435_C,10349_V,19447_A
2965_C,23787_V,19448_A
786_C,6057_V,19449_A
798_C,6075_V,19450_A
2753_C,19354_V,19451_A
2163_C,14659_V,19452_A
2861_C,20471_V,19453_A
2769_C,19667_V,19454_A
2769_C,19672_V,19455_A
1241_C,8845_V,19456_A
1241_C,8848_V,19457_A
1241_C,8849_V,19458_A
1241_C,8854_V,19459_A
2977_C,24056_V,19460_A
933_C,6944_V,19461_A
933_C,6956_V,19462_A
2879_C,21403_V,19463_A
2946_C,23392_V,19464_A
981_C,7210_V,19465_A
1169_C,8469_V,19466_A
1005_C,7359_V,19467_A
1063_C,7937_V,19468_A
1064_C,7930_V,19469_A
1067_C,7933_V,19470_A
2864_C,20458_V,19471_A
2864_C,20484_V,19472_A
1128_C,8131_V,19473_A
1162_C,8417_V,19474_A
1196_C,8671_V,19475_A
1198_C,8674_V,19476_A
3112_C,26417_V,19477_A
2780_C,8739_V,19478_A
2906_C,22109_V,19479_A
2906_C,22115_V,19480_A
2868_C,20884_V,19481_A
2868_C,20945_V,19482_A
2868_C,20948_V,19483_A
1645_C,11691_V,19484_A
2564_C,18076_V,19485_A
1579_C,9842_V,19486_A
1579_C,11149_V,19487_A
1378_C,9953_V,19488_A
1378_C,10054_V,19489_A
3049_C,24976_V,19490_A
3117_C,27663_V,19491_A
3117_C,27665_V,19492_A
3117_C,27698_V,19493_A
2468_C,17316_V,19494_A
1549_C,11022_V,19495_A
2209_C,14883_V,19496_A
1588_C,11372_V,19497_A
2863_C,20436_V,19498_A
1628_C,11627_V,19499_A
1685_C,11835_V,19500_A
1694_C,11849_V,19501_A
2165_C,11880_V,19502_A
2206_C,14885_V,19503_A
1841_C,12500_V,19504_A
1854_C,12548_V,19505_A
1855_C,12535_V,19506_A
1857_C,12550_V,19507_A
1857_C,12566_V,19508_A
1859_C,12549_V,19509_A
3122_C,29330_V,19510_A
1921_C,13567_V,19511_A
2960_C,23776_V,19512_A
2027_C,14039_V,19513_A
2028_C,14034_V,19514_A
2934_C,22704_V,19515_A
2032_C,14040_V,19516_A
2103_C,14284_V,19517_A
2208_C,14878_V,19518_A
3113_C,26799_V,19519_A
3113_C,26806_V,19520_A
3113_C,26818_V,19521_A
3111_C,26384_V,19522_A
2250_C,15300_V,19523_A
2739_C,19347_V,19524_A
2281_C,15410_V,19525_A
2283_C,15404_V,19526_A
2283_C,15405_V,19527_A
2350_C,15969_V,19528_A
2771_C,19670_V,19529_A
2497_C,17471_V,19530_A
2551_C,17682_V,19531_A
2554_C,17689_V,19532_A
2556_C,17727_V,19533_A
2567_C,18083_V,19534_A
2599_C,18627_V,19535_A
3124_C,29774_V,19536_A
2738_C,19328_V,19537_A
2755_C,19356_V,19538_A
2922_C,22393_V,19539_A
3119_C,28386_V,19540_A
3119_C,28392_V,19541_A
3119_C,28399_V,19542_A
3119_C,28407_V,19543_A
3119_C,28413_V,19544_A
2886_C,21523_V,19545_A
2878_C,21375_V,19546_A
2882_C,21397_V,19547_A
2882_C,21466_V,19548_A
3053_C,24984_V,19549_A
2884_C,21557_V,19550_A
2887_C,21524_V,19551_A
2902_C,21975_V,19552_A
2912_C,22137_V,19553_A
2913_C,22132_V,19554_A
2936_C,22894_V,19555_A
2955_C,23330_V,19556_A
2970_C,23807_V,19557_A
2978_C,24054_V,19558_A
2987_C,24486_V,19559_A
2988_C,24492_V,19560_A
3114_C,26972_V,19561_A
3076_C,25498_V,19562_A
3120_C,28798_V,19563_A
3120_C,28808_V,19564_A
3120_C,28811_V,19565_A
3120_C,28821_V,19566_A
3120_C,28824_V,19567_A
3120_C,28837_V,19568_A
3120_C,28849_V,19569_A
10_C,16_V,19570_A
13_C,30_V,19571_A
13_C,51_V,19572_A
1004_C,7387_V,19573_A
2872_C,21092_V,19574_A
2872_C,21100_V,19575_A
2908_C,367_V,19576_A
2908_C,22134_V,19577_A
1181_C,8608_V,19578_A
142_C,530_V,19579_A
2900_C,22008_V,19580_A
146_C,899_V,19581_A
2793_C,1026_V,19582_A
159_C,1087_V,19583_A
2862_C,13328_V,19584_A
198_C,1300_V,19585_A
204_C,1301_V,19586_A
2889_C,21561_V,19587_A
2341_C,16018_V,19588_A
3118_C,28054_V,19589_A
3118_C,28098_V,19590_A
3118_C,28106_V,19591_A
221_C,1603_V,19592_A
223_C,1605_V,19593_A
2875_C,21457_V,19594_A
2875_C,21500_V,19595_A
2958_C,23837_V,19596_A
1578_C,11196_V,19597_A
2890_C,21562_V,19598_A
2898_C,22044_V,19599_A
294_C,2093_V,19600_A
299_C,2101_V,19601_A
2406_C,17031_V,19602_A
308_C,2394_V,19603_A
309_C,2401_V,19604_A
309_C,2461_V,19605_A
310_C,2386_V,19606_A
320_C,2850_V,19607_A
316_C,2655_V,19608_A
316_C,2672_V,19609_A
316_C,2688_V,19610_A
317_C,2653_V,19611_A
323_C,2834_V,19612_A
329_C,2818_V,19613_A
2951_C,23377_V,19614_A
336_C,3044_V,19615_A
338_C,3015_V,19616_A
2870_C,20984_V,19617_A
2291_C,15441_V,19618_A
2941_C,20287_V,19619_A
2941_C,22940_V,19620_A
777_C,5672_V,19621_A
1878_C,13241_V,19622_A
1878_C,13243_V,19623_A
759_C,5702_V,19624_A
3105_C,25726_V,19625_A
418_C,3616_V,19626_A
418_C,3620_V,19627_A
440_C,3750_V,19628_A
473_C,3914_V,19629_A
506_C,4018_V,19630_A
506_C,4022_V,19631_A
506_C,4031_V,19632_A
506_C,4045_V,19633_A
508_C,4010_V,19634_A
3116_C,27511_V,19635_A
3116_C,27525_V,19636_A
2950_C,23401_V,19637_A
557_C,4280_V,19638_A
2560_C,18161_V,19639_A
3068_C,25330_V,19640_A
625_C,4607_V,19641_A
660_C,4795_V,19642_A
3123_C,29793_V,19643_A
2674_C,19107_V,19644_A
714_C,5143_V,19645_A
1021_C,7568_V,19646_A
1317_C,9637_V,19647_A
2552_C,17751_V,19648_A
2791_C,9015_V,19649_A
2791_C,19987_V,19650_A
1007_C,7371_V,19651_A
1587_C,11380_V,19652_A
2769_C,19711_V,19653_A
851_C,6403_V,19654_A
1489_C,10791_V,19655_A
2359_C,16378_V,19656_A
872_C,6628_V,19657_A
891_C,6592_V,19658_A
2977_C,24126_V,19659_A
2939_C,22937_V,19660_A
933_C,6974_V,19661_A
933_C,6982_V,19662_A
935_C,6943_V,19663_A
2879_C,21399_V,19664_A
953_C,7148_V,19665_A
974_C,7190_V,19666_A
2983_C,24509_V,19667_A
2983_C,24512_V,19668_A
1005_C,7370_V,19669_A
1429_C,10297_V,19670_A
1025_C,7538_V,19671_A
2563_C,18094_V,19672_A
2563_C,18112_V,19673_A
2563_C,18120_V,19674_A
2563_C,18126_V,19675_A
1882_C,13229_V,19676_A
1064_C,7946_V,19677_A
1090_C,8043_V,19678_A
2864_C,20537_V,19679_A
1127_C,8178_V,19680_A
1138_C,8146_V,19681_A
1140_C,8237_V,19682_A
1141_C,8180_V,19683_A
1144_C,8171_V,19684_A
1145_C,8174_V,19685_A
1665_C,11762_V,19686_A
1174_C,8607_V,19687_A
3112_C,26415_V,19688_A
3112_C,26443_V,19689_A
3112_C,26449_V,19690_A
1242_C,8877_V,19691_A
2906_C,20648_V,19692_A
2868_C,20929_V,19693_A
1289_C,9367_V,19694_A
1323_C,9624_V,19695_A
3109_C,26063_V,19696_A
3109_C,26083_V,19697_A
1579_C,11179_V,19698_A
1356_C,9854_V,19699_A
1356_C,9855_V,19700_A
1378_C,10058_V,19701_A
1379_C,9951_V,19702_A
1403_C,10178_V,19703_A
1465_C,10624_V,19704_A
1471_C,10600_V,19705_A
2942_C,22991_V,19706_A
3117_C,27703_V,19707_A
3117_C,27721_V,19708_A
1532_C,10912_V,19709_A
1554_C,11034_V,19710_A
2863_C,20496_V,19711_A
2863_C,20530_V,19712_A
2863_C,20548_V,19713_A
1614_C,11538_V,19714_A
2938_C,22957_V,19715_A
1634_C,11647_V,19716_A
3024_C,13010_V,19717_A
1692_C,11845_V,19718_A
1748_C,12083_V,19719_A
1758_C,12136_V,19720_A
1762_C,12150_V,19721_A
1852_C,12630_V,19722_A
1853_C,12597_V,19723_A
1854_C,12622_V,19724_A
1857_C,12608_V,19725_A
2896_C,22038_V,19726_A
2960_C,23826_V,19727_A
2910_C,22154_V,19728_A
2009_C,13933_V,19729_A
2068_C,14133_V,19730_A
2106_C,14332_V,19731_A
2111_C,14301_V,19732_A
2111_C,14319_V,19733_A
2112_C,14321_V,19734_A
2905_C,22024_V,19735_A
2905_C,22039_V,19736_A
2159_C,14641_V,19737_A
3107_C,25708_V,19738_A
3107_C,25715_V,19739_A
3107_C,25727_V,19740_A
3113_C,23620_V,19741_A
3113_C,26848_V,19742_A
3113_C,26867_V,19743_A
2251_C,15312_V,19744_A
2253_C,15304_V,19745_A
2299_C,15455_V,19746_A
2299_C,15458_V,19747_A
2299_C,15483_V,19748_A
2433_C,17109_V,19749_A
2344_C,16010_V,19750_A
2357_C,16359_V,19751_A
2903_C,22011_V,19752_A
2903_C,22069_V,19753_A
2394_C,16740_V,19754_A
2443_C,17119_V,19755_A
2461_C,17287_V,19756_A
2511_C,17537_V,19757_A
2551_C,17695_V,19758_A
2551_C,17706_V,19759_A
2551_C,17761_V,19760_A
2553_C,17741_V,19761_A
2556_C,17717_V,19762_A
2557_C,17724_V,19763_A
2927_C,22528_V,19764_A
2587_C,18502_V,19765_A
3115_C,27373_V,19766_A
2658_C,18982_V,19767_A
2676_C,19104_V,19768_A
2698_C,19189_V,19769_A
2922_C,22410_V,19770_A
2788_C,19999_V,19771_A
3119_C,28428_V,19772_A
2869_C,20926_V,19773_A
2876_C,21445_V,19774_A
2878_C,21498_V,19775_A
2904_C,22041_V,19776_A
2931_C,22539_V,19777_A
2969_C,23817_V,19778_A
2969_C,23825_V,19779_A
3108_C,26047_V,19780_A
3114_C,26839_V,19781_A
3114_C,26852_V,19782_A
3114_C,26907_V,19783_A
3120_C,28883_V,19784_A
3120_C,28887_V,19785_A
3120_C,28889_V,19786_A
3121_C,29303_V,19787_A
9_C,65_V,19788_A
17_C,58_V,19789_A
62_C,215_V,19790_A
63_C,210_V,19791_A
1004_C,7383_V,19792_A
2865_C,20525_V,19793_A
2872_C,21109_V,19794_A
77_C,315_V,19795_A
81_C,290_V,19796_A
94_C,300_V,19797_A
142_C,729_V,19798_A
144_C,559_V,19799_A
1122_C,8279_V,19800_A
150_C,908_V,19801_A
2949_C,23348_V,19802_A
2862_C,20533_V,19803_A
2862_C,20540_V,19804_A
2341_C,16020_V,19805_A
1212_C,6128_V,19806_A
3118_C,28079_V,19807_A
3118_C,28096_V,19808_A
3118_C,28099_V,19809_A
651_C,4801_V,19810_A
2875_C,21442_V,19811_A
2875_C,21453_V,19812_A
2875_C,21488_V,19813_A
2933_C,22737_V,19814_A
2898_C,22021_V,19815_A
297_C,2112_V,19816_A
310_C,2450_V,19817_A
313_C,2433_V,19818_A
318_C,2690_V,19819_A
319_C,2823_V,19820_A
319_C,2857_V,19821_A
323_C,2852_V,19822_A
325_C,2895_V,19823_A
329_C,2828_V,19824_A
2951_C,23375_V,19825_A
2873_C,21088_V,19826_A
336_C,3029_V,19827_A
336_C,3042_V,19828_A
356_C,3178_V,19829_A
361_C,3257_V,19830_A
2976_C,24140_V,19831_A
759_C,5485_V,19832_A
759_C,5709_V,19833_A
408_C,3551_V,19834_A
424_C,3664_V,19835_A
428_C,3654_V,19836_A
473_C,3918_V,19837_A
2885_C,21641_V,19838_A
500_C,4001_V,19839_A
514_C,4037_V,19840_A
3116_C,27514_V,19841_A
